contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
NVDA240322P00450000,NVDA,2024-03-22,450.00,put,0.01,0.01,0.00,0,0.02,4,5,379,2024-03-18,1.89288,-0.00022,0.00000,-0.01826,0.00077,-0.00002
NVDA240322C00455000,NVDA,2024-03-22,455.00,call,424.70,430.07,428.45,2,431.70,1,0,16,2024-03-18,2.45872,0.99667,0.00004,-0.35168,0.00930,0.04948
NVDA240322P00455000,NVDA,2024-03-22,455.00,put,0.01,0.01,0.00,0,0.04,14,2,20,2024-03-18,1.85386,-0.00021,0.00000,-0.01709,0.00074,-0.00002
NVDA240322C00460000,NVDA,2024-03-22,460.00,call,427.16,425.02,423.35,1,426.70,1,0,11,2024-03-18,2.36116,0.99721,0.00004,-0.30113,0.00794,0.05009
NVDA240322P00460000,NVDA,2024-03-22,460.00,put,0.01,0.01,0.00,0,0.01,1,2,63,2024-03-18,1.83435,-0.00023,0.00001,-0.01824,0.00080,-0.00002
NVDA240322C00465000,NVDA,2024-03-22,465.00,call,429.41,420.12,418.45,2,421.80,1,0,4,2024-03-18,2.43921,0.99595,0.00005,-0.40518,0.01108,0.05050
NVDA240322P00465000,NVDA,2024-03-22,465.00,put,0.01,0.01,0.00,0,0.01,4940,70,278,2024-03-18,1.79532,-0.00022,0.00000,-0.01696,0.00076,-0.00002
NVDA240322C00470000,NVDA,2024-03-22,470.00,call,413.15,415.10,413.45,2,416.75,1,1,4,2024-03-18,2.38067,0.99614,0.00005,-0.38411,0.01062,0.05107
NVDA240322P00470000,NVDA,2024-03-22,470.00,put,0.03,0.01,0.00,0,0.06,16,0,226,2024-03-18,1.77581,-0.00023,0.00001,-0.01806,0.00081,-0.00002
NVDA240322C00475000,NVDA,2024-03-22,475.00,call,408.15,410.10,408.45,2,411.75,1,1,4,2024-03-18,2.34165,0.99611,0.00005,-0.38205,0.01070,0.05162
NVDA240322P00475000,NVDA,2024-03-22,475.00,put,0.01,0.01,0.00,0,0.02,4,6,238,2024-03-18,1.73679,-0.00022,0.00001,-0.01668,0.00077,-0.00002
NVDA240322C00480000,NVDA,2024-03-22,480.00,call,435.60,405.10,403.45,2,406.75,1,1,21,2024-03-18,2.30263,0.99608,0.00005,-0.37958,0.01077,0.05216
NVDA240322P00480000,NVDA,2024-03-22,480.00,put,0.01,0.01,0.00,0,0.02,5,1,249,2024-03-18,1.71728,-0.00024,0.00001,-0.01771,0.00083,-0.00002
NVDA240322C00485000,NVDA,2024-03-22,485.00,call,400.25,400.10,398.45,2,401.75,1,1,3,2024-03-18,2.26360,0.99606,0.00006,-0.37669,0.01083,0.05271
NVDA240322P00485000,NVDA,2024-03-22,485.00,put,0.01,0.01,0.00,0,0.02,30,36,824,2024-03-18,1.69776,-0.00026,0.00001,-0.01879,0.00089,-0.00003
NVDA240322C00490000,NVDA,2024-03-22,490.00,call,398.62,395.12,393.45,2,396.80,1,0,45,2024-03-18,2.24409,0.99578,0.00006,-0.39346,0.01150,0.05323
NVDA240322P00490000,NVDA,2024-03-22,490.00,put,0.01,0.01,0.00,0,0.01,4,51,709,2024-03-18,1.65874,-0.00024,0.00001,-0.01721,0.00083,-0.00002
NVDA240322C00495000,NVDA,2024-03-22,495.00,call,394.52,390.25,388.75,2,391.75,1,0,32,2024-03-18,2.30263,0.99432,0.00008,-0.50330,0.01500,0.05362
NVDA240322P00495000,NVDA,2024-03-22,495.00,put,0.01,0.01,0.00,0,0.02,10,3,82,2024-03-18,1.63923,-0.00026,0.00001,-0.01821,0.00089,-0.00003
NVDA240322C00500000,NVDA,2024-03-22,500.00,call,379.22,385.12,383.05,1,387.20,1,0,1355,2024-03-18,2.16604,0.99575,0.00006,-0.38576,0.01157,0.05432
NVDA240322P00500000,NVDA,2024-03-22,500.00,put,0.01,0.01,0.00,0,0.02,31,166,2078,2024-03-18,1.60021,-0.00024,0.00001,-0.01655,0.00083,-0.00002
NVDA240322C00505000,NVDA,2024-03-22,505.00,call,376.46,380.12,378.50,2,381.75,1,0,4,2024-03-18,2.12702,0.99575,0.00006,-0.38127,0.01159,0.05487
NVDA240322P00505000,NVDA,2024-03-22,505.00,put,0.01,0.01,0.00,0,0.01,4,51,741,2024-03-18,1.58069,-0.00026,0.00001,-0.01747,0.00089,-0.00003
NVDA240322C00510000,NVDA,2024-03-22,510.00,call,364.45,375.12,373.50,2,376.75,1,0,7,2024-03-18,2.08800,0.99575,0.00006,-0.37636,0.01159,0.05542
NVDA240322P00510000,NVDA,2024-03-22,510.00,put,0.01,0.01,0.00,0,0.01,4,116,337,2024-03-18,1.56118,-0.00028,0.00001,-0.01842,0.00095,-0.00003
NVDA240322C00515000,NVDA,2024-03-22,515.00,call,389.94,370.18,368.50,2,371.85,1,1,9,2024-03-18,2.10751,0.99484,0.00008,-0.43742,0.01378,0.05587
NVDA240322P00515000,NVDA,2024-03-22,515.00,put,0.01,0.01,0.00,0,0.01,4,2,988,2024-03-18,1.52216,-0.00025,0.00001,-0.01657,0.00087,-0.00003
NVDA240322C00520000,NVDA,2024-03-22,520.00,call,364.55,365.15,363.50,2,366.80,1,9,79,2024-03-18,2.02946,0.99547,0.00007,-0.38652,0.01227,0.05648
NVDA240322P00520000,NVDA,2024-03-22,520.00,put,0.01,0.01,0.00,0,0.02,10,12,253,2024-03-18,1.50265,-0.00027,0.00001,-0.01743,0.00093,-0.00003
NVDA240322C00525000,NVDA,2024-03-22,525.00,call,363.94,360.15,358.50,2,361.80,1,0,4,2024-03-18,2.00995,0.99516,0.00008,-0.40252,0.01300,0.05700
NVDA240322P00525000,NVDA,2024-03-22,525.00,put,0.01,0.01,0.00,0,0.01,1,42,1517,2024-03-18,1.48313,-0.00029,0.00001,-0.01832,0.00099,-0.00003
NVDA240322C00530000,NVDA,2024-03-22,530.00,call,354.93,355.15,353.50,2,356.80,1,2,14,2024-03-18,1.97093,0.99518,0.00008,-0.39595,0.01296,0.05755
NVDA240322P00530000,NVDA,2024-03-22,530.00,put,0.01,0.01,0.01,1,0.02,10,4,925,2024-03-18,1.44411,-0.00026,0.00001,-0.01630,0.00090,-0.00003
NVDA240322C00535000,NVDA,2024-03-22,535.00,call,349.62,350.15,348.50,2,351.80,1,0,4,2024-03-18,1.93190,0.99520,0.00008,-0.38897,0.01290,0.05810
NVDA240322P00535000,NVDA,2024-03-22,535.00,put,0.01,0.01,0.01,1,0.02,10,6,211,2024-03-18,1.42460,-0.00028,0.00001,-0.01708,0.00096,-0.00003
NVDA240322C00540000,NVDA,2024-03-22,540.00,call,351.52,345.15,343.50,2,346.80,1,0,14,2024-03-18,1.89288,0.99524,0.00008,-0.38157,0.01282,0.05865
NVDA240322P00540000,NVDA,2024-03-22,540.00,put,0.01,0.01,0.01,5,0.02,7,64,464,2024-03-18,1.40509,-0.00030,0.00001,-0.01789,0.00102,-0.00003
NVDA240322C00545000,NVDA,2024-03-22,545.00,call,345.00,340.15,338.50,2,341.80,1,0,59,2024-03-18,1.85386,0.99528,0.00008,-0.37379,0.01273,0.05920
NVDA240322P00545000,NVDA,2024-03-22,545.00,put,0.02,0.03,0.02,1,0.03,39,63,480,2024-03-18,1.50265,-0.00079,0.00002,-0.04683,0.00250,-0.00008
NVDA240322C00550000,NVDA,2024-03-22,550.00,call,336.30,335.18,333.55,2,336.80,1,2,115,2024-03-18,1.85386,0.99459,0.00009,-0.41236,0.01436,0.05968
NVDA240322P00550000,NVDA,2024-03-22,550.00,put,0.02,0.02,0.01,3,0.03,15,88,1138,2024-03-18,1.42460,-0.00055,0.00001,-0.03183,0.00179,-0.00006
NVDA240322C00555000,NVDA,2024-03-22,555.00,call,337.20,330.18,328.55,2,331.80,1,0,15,2024-03-18,1.81483,0.99464,0.00009,-0.40358,0.01425,0.06023
NVDA240322P00555000,NVDA,2024-03-22,555.00,put,0.02,0.03,0.01,2,0.04,15,38,659,2024-03-18,1.44411,-0.00078,0.00002,-0.04477,0.00249,-0.00008
NVDA240322C00560000,NVDA,2024-03-22,560.00,call,319.11,325.18,323.55,2,326.80,1,0,44,2024-03-18,1.77581,0.99469,0.00009,-0.39440,0.01412,0.06079
NVDA240322P00560000,NVDA,2024-03-22,560.00,put,0.01,0.01,0.00,0,0.04,20,62,744,2024-03-18,1.30753,-0.00032,0.00001,-0.01783,0.00109,-0.00003
NVDA240322C00565000,NVDA,2024-03-22,565.00,call,322.40,320.17,318.45,1,321.90,1,2,28,2024-03-18,1.73679,0.99476,0.00009,-0.38483,0.01396,0.06134
NVDA240322P00565000,NVDA,2024-03-22,565.00,put,0.02,0.01,0.00,0,0.04,15,41,490,2024-03-18,1.28802,-0.00034,0.00001,-0.01856,0.00116,-0.00003
NVDA240322C00570000,NVDA,2024-03-22,570.00,call,310.40,315.23,313.55,2,316.90,1,6,43,2024-03-18,1.75630,0.99353,0.00011,-0.45199,0.01684,0.06176
NVDA240322P00570000,NVDA,2024-03-22,570.00,put,0.02,0.01,0.00,0,0.04,26,351,1700,2024-03-18,1.24899,-0.00030,0.00001,-0.01600,0.00103,-0.00003
NVDA240322C00575000,NVDA,2024-03-22,575.00,call,312.60,310.18,308.50,1,311.85,1,3,10,2024-03-18,1.67825,0.99450,0.00010,-0.38888,0.01457,0.06241
NVDA240322P00575000,NVDA,2024-03-22,575.00,put,0.02,0.03,0.01,1,0.04,24,40,534,2024-03-18,1.34655,-0.00087,0.00002,-0.04624,0.00275,-0.00009
NVDA240322C00580000,NVDA,2024-03-22,580.00,call,306.52,305.18,303.50,1,306.85,1,1,22,2024-03-18,1.65874,0.99414,0.00011,-0.40332,0.01541,0.06292
NVDA240322P00580000,NVDA,2024-03-22,580.00,put,0.03,0.03,0.01,10,0.06,32,57,523,2024-03-18,1.32704,-0.00093,0.00003,-0.04826,0.00292,-0.00009
NVDA240322C00585000,NVDA,2024-03-22,585.00,call,307.34,300.20,298.55,2,301.85,1,0,12,2024-03-18,1.63923,0.99377,0.00012,-0.41822,0.01629,0.06343
NVDA240322P00585000,NVDA,2024-03-22,585.00,put,0.02,0.03,0.01,6,0.06,25,338,679,2024-03-18,1.28802,-0.00085,0.00002,-0.04312,0.00269,-0.00009
NVDA240322C00590000,NVDA,2024-03-22,590.00,call,301.00,295.20,293.55,2,296.85,1,0,368,2024-03-18,1.60021,0.99387,0.00012,-0.40618,0.01604,0.06399
NVDA240322P00590000,NVDA,2024-03-22,590.00,put,0.03,0.03,0.01,1,0.04,15,405,962,2024-03-18,1.26851,-0.00090,0.00003,-0.04491,0.00284,-0.00009
NVDA240322C00595000,NVDA,2024-03-22,595.00,call,285.57,290.23,288.55,2,291.90,1,0,21,2024-03-18,1.58069,0.99348,0.00013,-0.42093,0.01695,0.06450
NVDA240322P00595000,NVDA,2024-03-22,595.00,put,0.02,0.03,0.01,1,0.04,22,29,532,2024-03-18,1.24899,-0.00096,0.00003,-0.04674,0.00300,-0.00010
NVDA240322C00600000,NVDA,2024-03-22,600.00,call,289.55,285.23,283.60,2,286.85,1,6,112,2024-03-18,1.56118,0.99306,0.00013,-0.43615,0.01791,0.06500
NVDA240322P00600000,NVDA,2024-03-22,600.00,put,0.02,0.03,0.02,186,0.03,4,702,2225,2024-03-18,1.20997,-0.00087,0.00003,-0.04125,0.00274,-0.00009
NVDA240322C00605000,NVDA,2024-03-22,605.00,call,278.24,280.18,278.50,1,281.85,1,2,38,2024-03-18,1.48313,0.99426,0.00012,-0.36803,0.01513,0.06568
NVDA240322P00605000,NVDA,2024-03-22,605.00,put,0.04,0.03,0.02,5,0.04,1,123,1416,2024-03-18,1.19046,-0.00092,0.00003,-0.04284,0.00289,-0.00009
NVDA240322C00610000,NVDA,2024-03-22,610.00,call,270.39,275.23,273.60,2,276.85,1,0,51,2024-03-18,1.48313,0.99334,0.00014,-0.40841,0.01728,0.06613
NVDA240322P00610000,NVDA,2024-03-22,610.00,put,0.03,0.03,0.02,5,0.04,13,10,410,2024-03-18,1.17095,-0.00098,0.00003,-0.04446,0.00305,-0.00010
NVDA240322C00615000,NVDA,2024-03-22,615.00,call,297.43,270.23,268.50,1,271.95,1,1,25,2024-03-18,1.46362,0.99291,0.00015,-0.42276,0.01825,0.06663
NVDA240322P00615000,NVDA,2024-03-22,615.00,put,0.03,0.03,0.01,1,0.05,31,40,147,2024-03-18,1.15144,-0.00103,0.00003,-0.04612,0.00321,-0.00010
NVDA240322C00620000,NVDA,2024-03-22,620.00,call,259.25,265.23,263.55,1,266.90,1,0,130,2024-03-18,1.42460,0.99308,0.00015,-0.40770,0.01787,0.06720
NVDA240322P00620000,NVDA,2024-03-22,620.00,put,0.03,0.04,0.02,5,0.05,33,24,778,2024-03-18,1.15144,-0.00129,0.00004,-0.05659,0.00394,-0.00013
NVDA240322C00625000,NVDA,2024-03-22,625.00,call,268.50,260.23,258.55,1,261.90,1,0,17,2024-03-18,1.40509,0.99263,0.00016,-0.42178,0.01888,0.06770
NVDA240322P00625000,NVDA,2024-03-22,625.00,put,0.03,0.04,0.02,5,0.05,31,101,1265,2024-03-18,1.13192,-0.00137,0.00004,-0.05870,0.00416,-0.00014
NVDA240322C00630000,NVDA,2024-03-22,630.00,call,257.55,255.22,253.55,1,256.90,1,1,70,2024-03-18,1.36606,0.99283,0.00016,-0.40570,0.01843,0.06827
NVDA240322P00630000,NVDA,2024-03-22,630.00,put,0.04,0.04,0.03,5,0.05,17,386,817,2024-03-18,1.11241,-0.00145,0.00005,-0.06086,0.00439,-0.00015
NVDA240322C00635000,NVDA,2024-03-22,635.00,call,247.00,250.27,248.60,2,251.95,1,2,126,2024-03-18,1.36606,0.99165,0.00018,-0.45133,0.02107,0.06870
NVDA240322P00635000,NVDA,2024-03-22,635.00,put,0.03,0.04,0.03,10,0.06,28,172,949,2024-03-18,1.07339,-0.00130,0.00004,-0.05308,0.00397,-0.00013
NVDA240322C00640000,NVDA,2024-03-22,640.00,call,246.00,245.28,243.65,2,246.90,1,2,355,2024-03-18,1.32704,0.99187,0.00018,-0.43372,0.02058,0.06927
NVDA240322P00640000,NVDA,2024-03-22,640.00,put,0.03,0.04,0.02,10,0.06,35,319,1282,2024-03-18,1.05388,-0.00138,0.00005,-0.05491,0.00418,-0.00014
NVDA240322C00645000,NVDA,2024-03-22,645.00,call,243.00,240.23,238.55,1,241.90,1,2,92,2024-03-18,1.26851,0.99284,0.00017,-0.38504,0.01841,0.06992
NVDA240322P00645000,NVDA,2024-03-22,645.00,put,0.03,0.04,0.03,3,0.06,35,743,884,2024-03-18,1.03437,-0.00146,0.00005,-0.05677,0.00441,-0.00015
NVDA240322C00650000,NVDA,2024-03-22,650.00,call,236.30,235.30,233.65,2,236.95,1,14,273,2024-03-18,1.28802,0.99078,0.00021,-0.46362,0.02298,0.07026
NVDA240322P00650000,NVDA,2024-03-22,650.00,put,0.02,0.04,0.02,17,0.06,11,1607,1919,2024-03-18,1.01485,-0.00154,0.00005,-0.05867,0.00464,-0.00015
NVDA240322C00655000,NVDA,2024-03-22,655.00,call,233.80,230.27,228.60,1,231.95,1,2,171,2024-03-18,1.22948,0.99187,0.00020,-0.41076,0.02058,0.07092
NVDA240322P00655000,NVDA,2024-03-22,655.00,put,0.05,0.01,0.00,0,0.08,36,88,857,2024-03-18,0.87827,-0.00045,0.00002,-0.01633,0.00149,-0.00004
NVDA240322C00660000,NVDA,2024-03-22,660.00,call,224.05,225.38,223.75,2,227.00,1,3,130,2024-03-18,1.24899,0.98954,0.00024,-0.49554,0.02566,0.07123
NVDA240322P00660000,NVDA,2024-03-22,660.00,put,0.06,0.04,0.04,4,0.05,1,1018,1625,2024-03-18,0.95632,-0.00144,0.00005,-0.05173,0.00434,-0.00014
NVDA240322C00665000,NVDA,2024-03-22,665.00,call,229.32,220.32,218.70,2,221.95,1,1,172,2024-03-18,1.20997,0.98984,0.00024,-0.47426,0.02503,0.07180
NVDA240322P00665000,NVDA,2024-03-22,665.00,put,0.06,0.06,0.05,1,0.06,3,730,662,2024-03-18,0.97583,-0.00219,0.00008,-0.07744,0.00637,-0.00022
NVDA240322C00670000,NVDA,2024-03-22,670.00,call,218.65,215.35,213.70,2,217.00,1,2,295,2024-03-18,1.19046,0.98917,0.00026,-0.49013,0.02646,0.07228
NVDA240322P00670000,NVDA,2024-03-22,670.00,put,0.09,0.07,0.06,1,0.07,1,604,1462,2024-03-18,0.97583,-0.00275,0.00009,-0.09517,0.00783,-0.00027
NVDA240322C00675000,NVDA,2024-03-22,675.00,call,212.15,210.40,208.75,2,212.05,1,5,644,2024-03-18,1.17095,0.98845,0.00028,-0.50656,0.02798,0.07276
NVDA240322P00675000,NVDA,2024-03-22,675.00,put,0.11,0.08,0.05,20,0.11,23,1080,1419,2024-03-18,0.95632,-0.00292,0.00010,-0.09848,0.00827,-0.00029
NVDA240322C00680000,NVDA,2024-03-22,680.00,call,216.08,205.40,203.75,2,207.05,2,1,406,2024-03-18,1.15144,0.98768,0.00030,-0.52357,0.02960,0.07323
NVDA240322P00680000,NVDA,2024-03-22,680.00,put,0.10,0.11,0.08,2,0.13,23,617,1711,2024-03-18,0.95632,-0.00365,0.00012,-0.12033,0.01011,-0.00037
NVDA240322C00685000,NVDA,2024-03-22,685.00,call,200.00,200.43,198.75,2,202.10,2,2,601,2024-03-18,1.13192,0.98685,0.00032,-0.54118,0.03131,0.07370
NVDA240322P00685000,NVDA,2024-03-22,685.00,put,0.13,0.12,0.10,2,0.15,23,565,600,2024-03-18,0.95632,-0.00453,0.00015,-0.14602,0.01227,-0.00045
NVDA240322C00690000,NVDA,2024-03-22,690.00,call,196.96,195.43,193.70,1,197.15,1,24,960,2024-03-18,1.09290,0.98724,0.00033,-0.51578,0.03051,0.07428
NVDA240322P00690000,NVDA,2024-03-22,690.00,put,0.15,0.14,0.13,15,0.15,10,1066,1314,2024-03-18,0.93681,-0.00483,0.00016,-0.15139,0.01298,-0.00048
NVDA240322C00695000,NVDA,2024-03-22,695.00,call,188.08,190.45,188.80,2,192.10,1,49,223,2024-03-18,1.07339,0.98636,0.00035,-0.53301,0.03230,0.07474
NVDA240322P00695000,NVDA,2024-03-22,695.00,put,0.18,0.17,0.14,10,0.19,3,791,1168,2024-03-18,0.93681,-0.00597,0.00020,-0.18265,0.01567,-0.00060
NVDA240322C00700000,NVDA,2024-03-22,700.00,call,185.10,185.48,183.80,1,187.15,1,142,1787,2024-03-18,1.05388,0.98543,0.00038,-0.55088,0.03421,0.07520
NVDA240322P00700000,NVDA,2024-03-22,700.00,put,0.22,0.21,0.21,4,0.22,1,6487,4931,2024-03-18,0.93681,-0.00732,0.00023,-0.21889,0.01878,-0.00073
NVDA240322C00705000,NVDA,2024-03-22,705.00,call,172.65,180.55,178.90,2,182.20,1,8,306,2024-03-18,1.05388,0.98287,0.00043,-0.61829,0.03930,0.07549
NVDA240322P00705000,NVDA,2024-03-22,705.00,put,0.25,0.23,0.21,7,0.25,11,1062,1448,2024-03-18,0.91729,-0.00783,0.00025,-0.22731,0.01992,-0.00078
