contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
AAPL211022C00123000,AAPL,2021-10-22,123.00,call,23.50,23.62,23.50,63,23.75,63,4,6,2021-10-18,0.80022,0.98355,0.00334,-0.06318,0.00629,0.01321
AAPL211022P00123000,AAPL,2021-10-22,123.00,put,0.01,0.01,0.00,0,0.02,132,0,119,2021-10-18,0.62462,-0.00334,0.00105,-0.01208,0.00155,-0.00005
AAPL211022C00124000,AAPL,2021-10-22,124.00,call,22.50,22.42,21.90,4,22.95,63,10,11,2021-10-18,0.01976,1.00000,0.00000,-0.00027,0.00000,0.01359
AAPL211022P00124000,AAPL,2021-10-22,124.00,put,0.02,0.01,0.00,0,0.02,10,46,417,2021-10-18,0.60511,-0.00380,0.00122,-0.01312,0.00174,-0.00006
AAPL211022C00125000,AAPL,2021-10-22,125.00,call,21.38,21.50,21.30,63,21.70,67,3,203,2021-10-18,0.01976,1.00000,0.00000,-0.00027,0.00000,0.01370
AAPL211022P00125000,AAPL,2021-10-22,125.00,put,0.02,0.01,0.01,21,0.02,10,696,3718,2021-10-18,0.56608,-0.00333,0.00116,-0.01090,0.00154,-0.00005
AAPL211022C00126000,AAPL,2021-10-22,126.00,call,19.35,20.50,20.30,63,20.70,69,37,11,2021-10-18,0.01976,1.00000,0.00000,-0.00028,0.00000,0.01381
AAPL211022P00126000,AAPL,2021-10-22,126.00,put,0.02,0.02,0.01,21,0.03,164,277,1285,2021-10-18,0.58560,-0.00629,0.00197,-0.01991,0.00272,-0.00010
AAPL211022C00127000,AAPL,2021-10-22,127.00,call,16.95,19.62,19.55,21,19.70,63,0,10,2021-10-18,0.66364,0.98195,0.00436,-0.05674,0.00681,0.01362
AAPL211022P00127000,AAPL,2021-10-22,127.00,put,0.02,0.01,0.01,54,0.02,36,603,418,2021-10-18,0.52706,-0.00436,0.00158,-0.01294,0.00196,-0.00007
AAPL211022C00128000,AAPL,2021-10-22,128.00,call,16.25,18.65,18.30,63,19.00,63,0,39,2021-10-18,0.66364,0.97631,0.00549,-0.07137,0.00857,0.01364
AAPL211022P00128000,AAPL,2021-10-22,128.00,put,0.02,0.02,0.01,21,0.03,241,46,1567,2021-10-18,0.52706,-0.00656,0.00228,-0.01859,0.00282,-0.00011
AAPL211022C00129000,AAPL,2021-10-22,129.00,call,14.50,17.62,17.55,21,17.70,75,2,26,2021-10-18,0.60511,0.97959,0.00531,-0.05743,0.00756,0.01380
AAPL211022P00129000,AAPL,2021-10-22,129.00,put,0.02,0.02,0.01,21,0.03,230,380,1164,2021-10-18,0.50755,-0.00760,0.00269,-0.02040,0.00322,-0.00012
AAPL211022C00130000,AAPL,2021-10-22,130.00,call,16.60,16.62,16.55,21,16.70,63,346,523,2021-10-18,0.56608,0.97991,0.00560,-0.05304,0.00746,0.01392
AAPL211022P00130000,AAPL,2021-10-22,130.00,put,0.01,0.02,0.01,180,0.03,457,1210,5940,2021-10-18,0.48804,-0.00886,0.00320,-0.02245,0.00368,-0.00014
AAPL211022C00131000,AAPL,2021-10-22,131.00,call,15.37,15.62,15.55,21,15.70,63,23,84,2021-10-18,0.54657,0.97666,0.00658,-0.05811,0.00846,0.01397
AAPL211022P00131000,AAPL,2021-10-22,131.00,put,0.02,0.02,0.01,25,0.03,155,158,1729,2021-10-18,0.44901,-0.00798,0.00317,-0.01882,0.00335,-0.00013
AAPL211022C00132000,AAPL,2021-10-22,132.00,call,14.30,14.60,14.50,69,14.70,67,2,242,2021-10-18,0.48804,0.98089,0.00622,-0.04389,0.00715,0.01415
AAPL211022P00132000,AAPL,2021-10-22,132.00,put,0.03,0.03,0.02,36,0.03,224,1063,1626,2021-10-18,0.44901,-0.01228,0.00463,-0.02743,0.00489,-0.00020
AAPL211022C00133000,AAPL,2021-10-22,133.00,call,13.65,13.62,13.55,23,13.70,68,248,517,2021-10-18,0.46853,0.97740,0.00747,-0.04853,0.00824,0.01421
AAPL211022P00133000,AAPL,2021-10-22,133.00,put,0.03,0.03,0.02,23,0.03,127,465,3387,2021-10-18,0.42950,-0.01461,0.00562,-0.03049,0.00568,-0.00024
AAPL211022C00134000,AAPL,2021-10-22,134.00,call,12.55,12.60,12.50,63,12.70,69,105,305,2021-10-18,0.42950,0.97799,0.00797,-0.04354,0.00806,0.01433
AAPL211022P00134000,AAPL,2021-10-22,134.00,put,0.03,0.03,0.02,1,0.04,417,1438,4494,2021-10-18,0.39048,-0.01352,0.00578,-0.02593,0.00531,-0.00022
AAPL211022C00135000,AAPL,2021-10-22,135.00,call,11.60,11.62,11.50,63,11.75,69,912,1157,2021-10-18,0.40999,0.97346,0.00977,-0.04859,0.00942,0.01436
AAPL211022P00135000,AAPL,2021-10-22,135.00,put,0.03,0.04,0.03,86,0.04,100,2439,5882,2021-10-18,0.37097,-0.01644,0.00720,-0.02914,0.00629,-0.00027
AAPL211022C00136000,AAPL,2021-10-22,136.00,call,10.12,10.28,9.80,2,10.75,69,22,1224,2021-10-18,0.01976,1.00000,0.00000,-0.00030,0.00000,0.01490
AAPL211022P00136000,AAPL,2021-10-22,136.00,put,0.04,0.04,0.04,29,0.05,116,2673,2877,2021-10-18,0.35146,-0.02022,0.00906,-0.03293,0.00750,-0.00033
AAPL211022C00137000,AAPL,2021-10-22,137.00,call,9.70,9.65,9.55,63,9.75,75,87,583,2021-10-18,0.37097,0.96036,0.01503,-0.06115,0.01312,0.01437
AAPL211022P00137000,AAPL,2021-10-22,137.00,put,0.06,0.06,0.05,7,0.06,301,2168,3247,2021-10-18,0.35146,-0.03214,0.01336,-0.04855,0.01105,-0.00052
AAPL211022C00138000,AAPL,2021-10-22,138.00,call,8.80,8.68,8.60,21,8.75,69,186,1864,2021-10-18,0.37097,0.94151,0.02052,-0.08335,0.01791,0.01417
AAPL211022P00138000,AAPL,2021-10-22,138.00,put,0.07,0.07,0.06,80,0.07,154,2028,4921,2021-10-18,0.31243,-0.03183,0.01491,-0.04280,0.01096,-0.00052
AAPL211022C00139000,AAPL,2021-10-22,139.00,call,7.70,7.65,7.55,63,7.75,30,317,1725,2021-10-18,0.31243,0.94885,0.02191,-0.06321,0.01611,0.01440
AAPL211022P00139000,AAPL,2021-10-22,139.00,put,0.08,0.08,0.08,24,0.09,174,4666,4405,2021-10-18,0.29292,-0.04088,0.01952,-0.04926,0.01346,-0.00066
AAPL211022C00140000,AAPL,2021-10-22,140.00,call,6.80,6.70,6.60,63,6.80,79,3341,43101,2021-10-18,0.29292,0.93406,0.02853,-0.07231,0.01967,0.01427
AAPL211022P00140000,AAPL,2021-10-22,140.00,put,0.10,0.11,0.10,76,0.11,9,19042,16992,2021-10-18,0.27341,-0.05346,0.02593,-0.05702,0.01669,-0.00087
AAPL211022C00141000,AAPL,2021-10-22,141.00,call,5.75,5.75,5.65,63,5.85,63,2492,5096,2021-10-18,0.29292,0.89878,0.03940,-0.09973,0.02716,0.01380
AAPL211022P00141000,AAPL,2021-10-22,141.00,put,0.15,0.15,0.14,42,0.15,20,9385,5525,2021-10-18,0.27341,-0.08637,0.03754,-0.08254,0.02416,-0.00141
AAPL211022C00142000,AAPL,2021-10-22,142.00,call,4.90,4.80,4.70,63,4.90,67,4051,11014,2021-10-18,0.25390,0.88498,0.04984,-0.09479,0.02978,0.01369
AAPL211022P00142000,AAPL,2021-10-22,142.00,put,0.19,0.21,0.19,128,0.22,134,15817,7313,2021-10-18,0.25390,-0.11502,0.04984,-0.09448,0.02978,-0.00187
AAPL211022C00143000,AAPL,2021-10-22,143.00,call,3.85,3.90,3.85,20,3.95,67,19631,8173,2021-10-18,0.25390,0.82542,0.06608,-0.12557,0.03949,0.01283
AAPL211022P00143000,AAPL,2021-10-22,143.00,put,0.29,0.30,0.28,476,0.31,158,21997,10220,2021-10-18,0.23438,-0.15576,0.06648,-0.10740,0.03668,-0.00253
AAPL211022C00144000,AAPL,2021-10-22,144.00,call,2.96,3.00,2.95,12,3.05,63,48703,17068,2021-10-18,0.21487,0.78582,0.08844,-0.12038,0.04473,0.01230
AAPL211022P00144000,AAPL,2021-10-22,144.00,put,0.44,0.43,0.42,1025,0.45,59,41902,8614,2021-10-18,0.21487,-0.21418,0.08844,-0.12006,0.04473,-0.00348
AAPL211022C00145000,AAPL,2021-10-22,145.00,call,2.22,2.22,2.18,39,2.26,74,107887,27890,2021-10-18,0.21487,0.68593,0.10763,-0.14641,0.05443,0.01077
AAPL211022P00145000,AAPL,2021-10-22,145.00,put,0.65,0.65,0.63,63,0.67,21,47959,10440,2021-10-18,0.21487,-0.31407,0.10763,-0.14609,0.05443,-0.00512
AAPL211022C00146000,AAPL,2021-10-22,146.00,call,1.56,1.54,1.51,62,1.56,23,124990,12688,2021-10-18,0.19536,0.57711,0.13061,-0.14684,0.06006,0.00911
AAPL211022P00146000,AAPL,2021-10-22,146.00,put,0.95,0.96,0.95,1249,0.98,1,17489,1671,2021-10-18,0.19536,-0.42289,0.13061,-0.14652,0.06006,-0.00689
AAPL211022C00147000,AAPL,2021-10-22,147.00,call,1.00,1.01,0.99,11,1.03,1159,64370,17088,2021-10-18,0.19536,0.44462,0.13182,-0.14816,0.06061,0.00703
AAPL211022P00147000,AAPL,2021-10-22,147.00,put,1.41,1.42,1.39,59,1.46,32,6372,2620,2021-10-18,0.19536,-0.55538,0.13182,-0.14784,0.06061,-0.00908
AAPL211022C00148000,AAPL,2021-10-22,148.00,call,0.61,0.61,0.60,21,0.63,75,39062,13208,2021-10-18,0.19536,0.31891,0.11915,-0.13389,0.05478,0.00505
AAPL211022P00148000,AAPL,2021-10-22,148.00,put,2.02,2.03,1.99,64,2.07,35,1188,1676,2021-10-18,0.19536,-0.68109,0.11915,-0.13356,0.05478,-0.01116
AAPL211022C00149000,AAPL,2021-10-22,149.00,call,0.35,0.35,0.34,11,0.36,74,25121,10634,2021-10-18,0.19536,0.21185,0.09665,-0.10860,0.04444,0.00336
AAPL211022P00149000,AAPL,2021-10-22,149.00,put,2.67,2.78,2.70,40,2.85,64,648,610,2021-10-18,0.19536,-0.78815,0.09665,-0.10827,0.04444,-0.01297
AAPL211022C00150000,AAPL,2021-10-22,150.00,call,0.20,0.20,0.19,40,0.20,23,56051,54082,2021-10-18,0.19536,0.12985,0.07053,-0.07923,0.03243,0.00206
AAPL211022P00150000,AAPL,2021-10-22,150.00,put,3.52,3.67,3.55,42,3.80,310,1467,7157,2021-10-18,0.19536,-0.87015,0.07053,-0.07890,0.03243,-0.01437
AAPL211022C00152500,AAPL,2021-10-22,152.50,call,0.06,0.06,0.05,161,0.06,139,12903,8108,2021-10-18,0.21487,0.03940,0.02582,-0.03509,0.01306,0.00063
AAPL211022P00152500,AAPL,2021-10-22,152.50,put,5.90,6.07,5.85,91,6.30,63,107,364,2021-10-18,0.25390,-0.93106,0.03407,-0.06430,0.02036,-0.01562
AAPL211022C00155000,AAPL,2021-10-22,155.00,call,0.03,0.03,0.02,322,0.03,529,7843,21175,2021-10-18,0.25390,0.01806,0.01140,-0.02162,0.00681,0.00029
AAPL211022P00155000,AAPL,2021-10-22,155.00,put,8.47,8.55,8.35,67,8.75,63,182,1370,2021-10-18,0.31243,-0.95518,0.01971,-0.05628,0.01449,-0.01628
AAPL211022C00157500,AAPL,2021-10-22,157.50,call,0.02,0.01,0.01,2,0.02,253,3925,1968,2021-10-18,0.27341,0.00616,0.00415,-0.00912,0.00267,0.00010
AAPL211022P00157500,AAPL,2021-10-22,157.50,put,11.70,10.93,10.85,67,11.00,23,58,104,2021-10-18,0.01976,-1.00000,0.00000,0.00035,0.00000,-0.01726
AAPL211022C00160000,AAPL,2021-10-22,160.00,call,0.01,0.01,0.01,6,0.02,127,3726,29273,2021-10-18,0.33194,0.00605,0.00336,-0.01090,0.00263,0.00010
AAPL211022P00160000,AAPL,2021-10-22,160.00,put,13.45,13.55,13.35,16,13.75,63,20,302,2021-10-18,0.46853,-0.96126,0.01168,-0.07509,0.01288,-0.01692
AAPL211022C00162500,AAPL,2021-10-22,162.50,call,0.01,0.01,0.00,0,0.01,267,621,1762,2021-10-18,0.39048,0.00609,0.00288,-0.01291,0.00264,0.00010
AAPL211022P00162500,AAPL,2021-10-22,162.50,put,21.05,16.18,15.80,63,16.55,5,0,45,2021-10-18,0.62462,-0.93909,0.01258,-0.14405,0.01849,-0.01686
AAPL211022C00165000,AAPL,2021-10-22,165.00,call,0.02,0.01,0.00,0,0.01,46,0,5247,2021-10-18,0.42950,0.00447,0.00198,-0.01077,0.00201,0.00007
AAPL211022P00165000,AAPL,2021-10-22,165.00,put,19.55,18.68,18.30,72,19.05,1,3,129,2021-10-18,0.68315,-0.94762,0.01021,-0.13987,0.01642,-0.01727
AAPL211022C00170000,AAPL,2021-10-22,170.00,call,0.01,0.01,0.00,0,0.01,22,1,13034,2021-10-18,0.52706,0.00388,0.00143,-0.01165,0.00177,0.00006
AAPL211022P00170000,AAPL,2021-10-22,170.00,put,26.00,23.55,23.30,69,23.80,1,5,123,2021-10-18,0.70267,-0.97620,0.00520,-0.07520,0.00860,-0.01826
AAPL211022C00175000,AAPL,2021-10-22,175.00,call,0.01,0.01,0.00,0,0.01,20,37,1838,2021-10-18,0.62462,0.00368,0.00115,-0.01316,0.00168,0.00006
AAPL211022P00175000,AAPL,2021-10-22,175.00,put,34.55,28.40,28.30,63,28.50,21,0,16,2021-10-18,0.01976,-1.00000,0.00000,0.00038,0.00000,-0.01918
AAPL211022C00180000,AAPL,2021-10-22,180.00,call,0.01,0.01,0.00,0,0.01,154,0,1785,2021-10-18,0.70267,0.00291,0.00083,-0.01199,0.00136,0.00005
AAPL211022P00180000,AAPL,2021-10-22,180.00,put,33.32,33.40,33.30,63,33.50,21,28,42,2021-10-18,0.01976,-1.00000,0.00000,0.00039,0.00000,-0.01973
AAPL211022C00185000,AAPL,2021-10-22,185.00,call,0.01,0.01,0.00,0,0.01,34,3,551,2021-10-18,0.80022,0.00308,0.00076,-0.01437,0.00144,0.00005
AAPL211022P00185000,AAPL,2021-10-22,185.00,put,42.86,38.65,38.30,63,39.00,1,0,0,2021-10-18,1.15144,-0.96944,0.00391,-0.15218,0.01060,-0.01980
AAPL211022C00190000,AAPL,2021-10-22,190.00,call,0.01,0.01,0.00,0,0.02,23,0,184,2021-10-18,0.87827,0.00273,0.00062,-0.01417,0.00129,0.00004
AAPL211022P00190000,AAPL,2021-10-22,190.00,put,0.00,43.40,43.30,63,43.50,21,0,0,2021-10-18,0.01976,-1.00000,0.00000,0.00042,0.00000,-0.02082
AAPL211022C00195000,AAPL,2021-10-22,195.00,call,0.01,0.01,0.00,0,0.01,23,0,164,2021-10-18,0.95632,0.00253,0.00054,-0.01440,0.00120,0.00004
AAPL211022P00195000,AAPL,2021-10-22,195.00,put,0.00,48.40,48.30,63,48.50,21,0,0,2021-10-18,0.01976,-1.00000,0.00000,0.00043,0.00000,-0.02137
AAPL211022C00200000,AAPL,2021-10-22,200.00,call,0.01,0.01,0.00,0,0.01,29,0,459,2021-10-18,1.03437,0.00242,0.00047,-0.01495,0.00116,0.00004
AAPL211022P00200000,AAPL,2021-10-22,200.00,put,53.46,53.40,53.30,63,53.50,21,2,0,2021-10-18,0.01976,-1.00000,0.00000,0.00044,0.00000,-0.02192
AAPL211022C00205000,AAPL,2021-10-22,205.00,call,0.01,0.01,0.00,0,0.01,113,0,144,2021-10-18,1.09290,0.00201,0.00038,-0.01336,0.00098,0.00003
AAPL211022P00205000,AAPL,2021-10-22,205.00,put,58.43,58.40,58.30,63,58.50,21,2,0,2021-10-18,0.01976,-1.00000,0.00000,0.00045,0.00000,-0.02247
AAPL211029C00070000,AAPL,2021-10-29,70.00,call,74.15,76.62,76.55,21,76.70,63,6,97,2021-10-18,1.73679,0.99536,0.00031,-0.02733,0.00344,0.02087
AAPL211029P00070000,AAPL,2021-10-29,70.00,put,0.02,0.01,0.00,0,0.01,75,0,5,2021-10-18,1.42460,-0.00093,0.00009,-0.00519,0.00080,-0.00004
AAPL211029C00075000,AAPL,2021-10-29,75.00,call,68.66,71.62,71.55,21,71.70,63,4,43,2021-10-18,1.58069,0.99504,0.00036,-0.02642,0.00365,0.02236
AAPL211029P00075000,AAPL,2021-10-29,75.00,put,0.01,0.01,0.00,0,0.01,75,0,2,2021-10-18,1.30753,-0.00109,0.00011,-0.00551,0.00093,-0.00005
AAPL211029C00080000,AAPL,2021-10-29,80.00,call,65.31,66.62,66.55,21,66.70,63,41,50,2021-10-18,1.44411,0.99446,0.00043,-0.02663,0.00403,0.02384
AAPL211029P00080000,AAPL,2021-10-29,80.00,put,0.01,0.01,0.00,0,0.01,75,0,2403,2021-10-18,1.19046,-0.00121,0.00013,-0.00553,0.00102,-0.00006
AAPL211029C00085000,AAPL,2021-10-29,85.00,call,59.25,61.33,60.95,1,61.70,63,75,61,2021-10-18,0.01976,1.00000,0.00000,-0.00019,0.00000,0.02562
AAPL211029P00085000,AAPL,2021-10-29,85.00,put,0.01,0.01,0.00,0,0.18,4,0,16,2021-10-18,1.07339,-0.00128,0.00015,-0.00523,0.00107,-0.00006
AAPL211029C00090000,AAPL,2021-10-29,90.00,call,55.15,56.60,56.50,63,56.70,63,61,133,2021-10-18,1.13192,0.99505,0.00050,-0.01894,0.00364,0.02689
AAPL211029P00090000,AAPL,2021-10-29,90.00,put,0.01,0.01,0.00,0,0.19,1,0,128,2021-10-18,0.95632,-0.00126,0.00017,-0.00462,0.00106,-0.00006
AAPL211029C00095000,AAPL,2021-10-29,95.00,call,49.50,51.62,51.55,21,51.70,63,173,22,2021-10-18,1.05388,0.99307,0.00072,-0.02374,0.00491,0.02830
AAPL211029P00095000,AAPL,2021-10-29,95.00,put,0.01,0.02,0.01,21,0.03,30,1,208,2021-10-18,0.91729,-0.00254,0.00034,-0.00835,0.00200,-0.00012
AAPL211029C00100000,AAPL,2021-10-29,100.00,call,45.35,46.62,46.55,21,46.70,63,155,65,2021-10-18,0.95632,0.99147,0.00095,-0.02587,0.00590,0.02974
AAPL211029P00100000,AAPL,2021-10-29,100.00,put,0.02,0.03,0.01,97,0.04,202,41,1889,2021-10-18,0.85876,-0.00417,0.00056,-0.01220,0.00313,-0.00019
AAPL211029C00105000,AAPL,2021-10-29,105.00,call,39.45,41.33,40.95,1,41.70,63,196,161,2021-10-18,0.01976,1.00000,0.00000,-0.00023,0.00000,0.03164
AAPL211029P00105000,AAPL,2021-10-29,105.00,put,0.02,0.02,0.01,1,0.03,167,104,3063,2021-10-18,0.72218,-0.00324,0.00053,-0.00819,0.00250,-0.00015
AAPL211029C00110000,AAPL,2021-10-29,110.00,call,35.20,36.40,36.05,1,36.75,63,314,70,2021-10-18,0.01976,1.00000,0.00000,-0.00024,0.00000,0.03315
AAPL211029P00110000,AAPL,2021-10-29,110.00,put,0.03,0.02,0.01,23,0.03,149,70,1049,2021-10-18,0.62462,-0.00347,0.00066,-0.00752,0.00265,-0.00016
AAPL211029C00115000,AAPL,2021-10-29,115.00,call,30.34,31.55,31.35,1,31.75,63,101,975,2021-10-18,0.01976,1.00000,0.00000,-0.00025,0.00000,0.03466
AAPL211029P00115000,AAPL,2021-10-29,115.00,put,0.03,0.03,0.02,21,0.03,74,69,2460,2021-10-18,0.56608,-0.00593,0.00117,-0.01101,0.00428,-0.00027
AAPL211029C00120000,AAPL,2021-10-29,120.00,call,26.65,26.65,26.55,63,26.75,63,20,207,2021-10-18,0.56608,0.98139,0.00316,-0.03007,0.01159,0.03531
AAPL211029P00120000,AAPL,2021-10-29,120.00,put,0.04,0.04,0.04,21,0.05,167,347,2775,2021-10-18,0.48804,-0.00816,0.00180,-0.01258,0.00567,-0.00037
AAPL211029C00125000,AAPL,2021-10-29,125.00,call,19.50,21.70,21.60,23,21.80,69,4,273,2021-10-18,0.48804,0.97257,0.00509,-0.03591,0.01607,0.03642
AAPL211029P00125000,AAPL,2021-10-29,125.00,put,0.07,0.07,0.06,23,0.08,187,592,5644,2021-10-18,0.44901,-0.01877,0.00402,-0.02382,0.01167,-0.00085
AAPL211029C00128000,AAPL,2021-10-29,128.00,call,16.55,18.70,18.60,63,18.80,69,4,1,2021-10-18,0.42950,0.96804,0.00656,-0.03588,0.01824,0.03712
AAPL211029P00128000,AAPL,2021-10-29,128.00,put,0.10,0.10,0.09,58,0.11,217,1311,138,2021-10-18,0.40999,-0.02635,0.00586,-0.02895,0.01554,-0.00120
AAPL211029C00129000,AAPL,2021-10-29,129.00,call,15.05,17.58,17.30,8,17.85,63,0,10,2021-10-18,0.31243,0.99133,0.00296,-0.00878,0.00599,0.03849
AAPL211029P00129000,AAPL,2021-10-29,129.00,put,0.11,0.11,0.10,67,0.12,137,364,335,2021-10-18,0.39048,-0.02769,0.00641,-0.02873,0.01619,-0.00126
AAPL211029C00130000,AAPL,2021-10-29,130.00,call,16.30,16.58,16.30,8,16.85,63,50,561,2021-10-18,0.29292,0.99140,0.00313,-0.00819,0.00594,0.03879
AAPL211029P00130000,AAPL,2021-10-29,130.00,put,0.13,0.13,0.12,35,0.14,164,1369,4070,2021-10-18,0.39048,-0.03577,0.00792,-0.03551,0.02001,-0.00162
AAPL211029C00131000,AAPL,2021-10-29,131.00,call,15.31,15.75,15.65,63,15.85,69,3,52,2021-10-18,0.39048,0.95439,0.00965,-0.04354,0.02438,0.03741
AAPL211029P00131000,AAPL,2021-10-29,131.00,put,0.16,0.15,0.14,21,0.16,100,433,522,2021-10-18,0.37097,-0.03800,0.00876,-0.03545,0.02103,-0.00172
AAPL211029C00132000,AAPL,2021-10-29,132.00,call,12.75,14.40,13.95,1,14.85,69,0,42,2021-10-18,0.01976,1.00000,0.00000,-0.00029,0.00000,0.03978
